97,94,121,0;0;1;;;;157;TP e TN;;;-1
90,102,121,1;1;0;;;;120;FP e FN;;;1
88,114,121,1;1;0;;;;;;;;1
109,105,121,0;0;0;;;;46;FP;;;0
81,129,121,1;1;1;;;;74;FN;;;0
62,148,121,0;0;0;;;;;;;;0
142,89,121,0;0;0;;;;0,723502304;DSC;;;0
50,168,121,0;0;0;;;;;;;;0
162,97,121,0;0;1;;;;;;;;-1
173,86,121,1;1;0;;;;;;;;1
110,167,121,1;1;0;;;;;;;;1
179,94,121,0;0;0;;;;;;;;0
47,206,121,1;1;1;;;;;;;;0
161,138,121,1;1;0;;;;;;;;1
86,195,121,1;1;0;;;;;;;;1
69,202,121,0;0;0;;;;;;;;0
95,193,121,0;0;1;;;;;;;;-1
128,173,121,1;1;0;;;;;;;;1
150,163,121,0;0;0;;;;;;;;0
191,120,121,0;0;0;;;;;;;;0
159,193,121,0;0;1;;;;;;;;-1
46,250,121,1;1;0;;;;;;;;1
199,160,121,1;1;0;;;;;;;;1
31,255,121,0;0;0;;;;;;;;0
168,198,121,0;0;1;;;;;;;;-1
129,228,121,1;1;0;;;;;;;;1
177,194,121,0;0;0;;;;;;;;0
96,245,121,1;1;0;;;;;;;;1
84,250,121,1;1;1;;;;;;;;0
155,218,121,1;1;0;;;;;;;;1
52,266,121,0;0;0;;;;;;;;0
186,201,121,0;0;0;;;;;;;;0
114,251,121,0;0;1;;;;;;;;-1
160,227,121,0;0;0;;;;;;;;0
96,262,121,1;1;0;;;;;;;;1
34,283,121,0;0;0;;;;;;;;0
188,215,121,0;0;1;;;;;;;;-1
86,273,121,1;1;0;;;;;;;;1
203,202,121,1;1;0;;;;;;;;1
42,284,121,0;0;0;;;;;;;;0
153,247,121,0;0;1;;;;;;;;-1
170,238,121,1;1;0;;;;;;;;1
193,227,121,0;0;0;;;;;;;;0
111,281,121,1;1;0;;;;;;;;1
86,293,121,0;0;1;;;;;;;;-1
41,303,121,0;0;0;;;;;;;;0
71,299,121,0;0;0;;;;;;;;0
159,265,121,1;1;0;;;;;;;;1
199,244,121,0;0;1;;;;;;;;-1
137,287,121,1;1;0;;;;;;;;1
57,314,121,0;0;0;;;;;;;;0
145,285,121,0;0;0;;;;;;;;0
39,318,121,0;0;1;;;;;;;;-1
113,300,121,1;1;0;;;;;;;;1
142,293,121,0;0;0;;;;;;;;0
208,253,121,0;0;0;;;;;;;;0
59,323,121,1;1;1;;;;;;;;0
42,326,121,0;0;0;;;;;;;;0
63,330,121,0;0;0;;;;;;;;0
185,289,121,1;1;0;;;;;;;;1
49,341,121,0;0;1;;;;;;;;-1
178,301,121,0;0;0;;;;;;;;0
185,297,121,0;0;0;;;;;;;;0
206,305,121,0;0;0;;;;;;;;0
128,349,121,1;1;1;;;;;;;;0
253,275,121,0;0;0;;;;;;;;0
193,321,121,1;1;0;;;;;;;;1
205,318,121,1;1;0;;;;;;;;1
219,312,121,1;1;1;;;;;;;;0
126,360,121,0;0;0;;;;;;;;0
225,318,121,0;0;0;;;;;;;;0
195,338,121,0;0;0;;;;;;;;0
161,366,121,0;0;1;;;;;;;;-1
201,354,121,1;1;0;;;;;;;;1
119,390,121,1;1;0;;;;;;;;1
187,374,121,0;0;0;;;;;;;;0
195,370,121,1;1;1;;;;;;;;0
160,395,121,1;1;0;;;;;;;;1
372,223,121,0;0;0;;;;;;;;0
198,387,121,0;0;0;;;;;;;;0
352,269,121,0;0;1;;;;;;;;-1
399,209,121,0;0;0;;;;;;;;0
421,172,121,0;0;0;;;;;;;;0
353,289,121,0;0;0;;;;;;;;0
350,300,121,0;0;1;;;;;;;;-1
431,172,121,0;0;0;;;;;;;;0
439,151,121,1;1;0;;;;;;;;1
365,297,121,0;0;0;;;;;;;;0
403,247,121,1;1;1;;;;;;;;0
383,289,121,1;1;0;;;;;;;;1
418,250,121,0;0;0;;;;;;;;0
449,189,121,0;0;0;;;;;;;;0
366,322,121,1;1;1;;;;;;;;0
340,350,121,0;0;0;;;;;;;;0
358,342,121,1;1;0;;;;;;;;1
470,161,121,0;0;0;;;;;;;;0
338,367,121,1;1;1;;;;;;;;0
355,351,121,1;1;0;;;;;;;;1
402,302,121,1;1;0;;;;;;;;1
339,376,121,0;0;0;;;;;;;;0
351,366,121,0;0;1;;;;;;;;-1
425,292,121,1;1;0;;;;;;;;1
378,351,121,1;1;0;;;;;;;;1
431,287,121,0;0;0;;;;;;;;0
486,181,121,0;0;1;;;;;;;;-1
352,383,121,1;1;0;;;;;;;;1
484,199,121,0;0;0;;;;;;;;0
384,357,121,0;0;0;;;;;;;;0
337,403,121,0;0;1;;;;;;;;-1
448,277,121,0;0;0;;;;;;;;0
344,399,121,0;0;0;;;;;;;;0
485,219,121,0;0;0;;;;;;;;0
352,400,121,1;1;1;;;;;;;;0
418,334,121,0;0;0;;;;;;;;0
392,365,121,0;0;0;;;;;;;;0
381,381,121,1;1;0;;;;;;;;1
490,236,121,0;0;1;;;;;;;;-1
441,319,121,0;0;0;;;;;;;;0
482,253,121,0;0;0;;;;;;;;0
475,272,121,1;1;0;;;;;;;;1
390,393,121,1;1;1;;;;;;;;0
430,353,121,0;0;0;;;;;;;;0
129,140,290,0;0;0;;;;;;;;0
101,167,290,0;0;0;;;;;;;;0
119,164,290,1;1;1;;;;;;;;0
161,137,290,0;0;0;;;;;;;;0
170,132,290,0;0;0;;;;;;;;0
131,194,290,0;0;0;;;;;;;;0
170,161,290,0;0;1;;;;;;;;-1
87,223,290,1;1;0;;;;;;;;1
167,173,290,0;0;0;;;;;;;;0
112,220,290,0;0;0;;;;;;;;0
139,211,290,1;1;1;;;;;;;;0
133,226,290,1;1;0;;;;;;;;1
111,239,290,1;1;0;;;;;;;;1
122,239,290,0;0;0;;;;;;;;0
69,268,290,0;0;1;;;;;;;;-1
156,233,290,1;1;0;;;;;;;;1
225,168,290,0;0;0;;;;;;;;0
108,260,290,1;1;0;;;;;;;;1
90,267,290,0;0;1;;;;;;;;-1
99,269,290,0;0;0;;;;;;;;0
211,197,290,1;1;0;;;;;;;;1
220,187,290,1;1;0;;;;;;;;1
112,278,290,0;0;1;;;;;;;;-1
179,248,290,0;0;0;;;;;;;;0
177,256,290,1;1;0;;;;;;;;1
265,166,290,0;0;0;;;;;;;;0
183,268,290,0;0;1;;;;;;;;-1
189,273,290,0;0;0;;;;;;;;0
82,322,290,0;0;0;;;;;;;;0
145,302,290,1;1;0;;;;;;;;1
175,286,290,0;0;1;;;;;;;;-1
136,325,290,1;1;0;;;;;;;;1
297,191,290,0;0;0;;;;;;;;0
144,325,290,1;1;0;;;;;;;;1
310,177,290,1;1;1;;;;;;;;0
315,170,290,0;0;0;;;;;;;;0
182,311,290,0;0;0;;;;;;;;0
304,196,290,1;1;0;;;;;;;;1
128,345,290,1;1;1;;;;;;;;0
164,331,290,0;0;0;;;;;;;;0
173,329,290,1;1;0;;;;;;;;1
205,312,290,0;0;0;;;;;;;;0
335,184,290,0;0;1;;;;;;;;-1
137,357,290,0;0;0;;;;;;;;0
145,359,290,1;1;0;;;;;;;;1
207,329,290,0;0;0;;;;;;;;0
139,366,290,0;0;1;;;;;;;;-1
307,249,290,0;0;0;;;;;;;;0
371,156,290,0;0;0;;;;;;;;0
231,333,290,0;0;0;;;;;;;;0
146,380,290,0;0;1;;;;;;;;-1
